cmpdiupacname,rotbonds,hbonddonor,mf,cid,complexity,mw,heavycnt,cmpdname,polararea,cmpdinchikey,hbondacc,xlogp
"N-(1,3-dimethyl-2,6-dioxopyrimidin-4-yl)-3-phenylpropanamide",4,1,C15H17N3O3,2148465,467,287.313,21,MLS000103591,69.7,PWNLOMKLYXYKRC-UHFFFAOYSA-N,3,0
"sodium;1,3-dimethyl-7H-purine-2,6-dione;mercury(2+);3-(2-methoxypropylcarbamoyl)-1,2,2-trimethylcyclopentane-1-carboxylate;hydroxide",4,3,C21H32HgN5NaO7,111038,628,690.087,35,Mercuzanthin,149,JTDRBSMSKQRBGT-UHFFFAOYSA-L,9,
"N-(1,3-dimethyl-2,6-dioxopyrimidin-4-yl)-2-fluorobenzamide",2,1,C13H12FN3O3,2148458,478,277.251,20,ST50926139,69.7,UERBLZLRIDVOTA-UHFFFAOYSA-N,4,0
"6-[2-(3,4-dimethoxyphenyl)ethyl]-1,3-dimethyl-7,8-dihydro-5H-pyrimido[4,5-d]pyrimidine-2,4-dione",5,1,C18H24N4O4,651760,594,360.407,26,SMR000013032,74.4,MFUXLQTVWABVBF-UHFFFAOYSA-N,6,0.001
"8-[[benzyl(methyl)amino]methyl]-1,3-dimethyl-7-propylpurine-2,6-dione",6,0,C19H25N5O2,651947,522,355.434,26,MLS000034933,61.7,YXUWZBOASXLGTC-UHFFFAOYSA-N,4,1.8
"1,3-dimethyl-7-[2-[methyl(1-phenylpropan-2-yl)amino]ethyl]purine-2,6-dione",6,0,C19H25N5O2,131640,522,355.434,26,7-(2-(1-Methyl-2-phenyl-ethylamino)propyl)theophylline,61.7,DKIROGYOHNAOAH-UHFFFAOYSA-N,4,1.9
"8-[2-[4-(4-methoxyphenyl)piperazin-1-yl]-2-oxoethyl]sulfanyl-1,3-dimethyl-7-propan-2-ylpurine-2,6-dione",6,0,C23H30N6O4S,648775,769,486.587,34,SMR000003568,117,CICXZJGLOBDWNU-UHFFFAOYSA-N,7,0.002
"4-[7-[(2-fluorophenyl)methyl]-1,3-dimethyl-2,6-dioxopurin-8-yl]sulfanylbutanenitrile",6,0,C18H18FN5O2S,3152491,626,387.431,27,SMR000092889,108,GSDIPVFJRICBLL-UHFFFAOYSA-N,6,0.002
"N,N-diethyl-4-[3-(1,3,7-trimethyl-2,6-dioxopurin-8-yl)propyl]piperazine-1-carboxamide;hydrochloride",6,1,C20H34ClN7O3,132156,648,455.982,31,"N,N-Diethyl-4-(3-(2,3,6,7-tetrahydro-1,3,7-trimethyl-2,6-dioxo-1H-purin-8-yl)propyl)-1-piperazinecarboxamide monohydrochloride",85.2,GVHZRDKDUVIRNY-UHFFFAOYSA-N,5,
"7-(3-hydroxypropyl)-1,3-dimethyl-8-(morpholin-4-ylmethyl)purine-2,6-dione",5,1,C15H23N5O4,652062,485,337.374,24,SMR000014449,91.1,NWNCMKDGSYTYMZ-UHFFFAOYSA-N,6,-0.001
"1,3-dimethyl-5-(thiophen-3-ylmethyl)-1,3-diazinane-2,4,6-trione",2,0,C11H12N2O3S,647339,348,252.289,17,SMR000012773,85.9,JESIRJGIXICFGL-UHFFFAOYSA-N,4,0
"7-benzyl-8-(cyclohexylamino)-1,3-dimethylpurine-2,6-dione",4,1,C20H25N5O2,1146989,559,367.444,27,MLS000102928,70.5,YFWOBBMPMHHNHB-UHFFFAOYSA-N,4,0.003
"2-(diethylamino)ethyl 4-aminobenzoate;1-ethenylpyrrolidin-2-one;1,3,7-trimethylpurine-2,6-dione",8,1,C27H39N7O5,125251,634,541.642,39,Impletol depot bayer,134,ZQCYZBZGBRQYPB-UHFFFAOYSA-N,8,
"7-[2-[4-(2,3-dimethylphenyl)piperazin-1-yl]-2-oxoethyl]-1,3-dimethylpurine-2,6-dione",3,0,C21H26N6O3,1147746,694,410.469,30,SMR000117783,82,CRFLQCCJODMIHS-UHFFFAOYSA-N,5,1.5
"7-[(4-fluorophenyl)methyl]-1,3-dimethyl-8-(2-oxo-2-thiophen-2-ylethyl)sulfanylpurine-2,6-dione",6,0,C20H17FN4O3S2,650090,691,444.502,30,SMR000003398,129,LDAMUYGSAJJUBT-UHFFFAOYSA-N,7,0.003
"ethyl 2-[[2-(1,3-dimethyl-2,6-dioxo-7-propan-2-ylpurin-8-yl)sulfanylacetyl]amino]-4,5-dimethylthiophene-3-carboxylate",8,1,C21H27N5O5S2,650198,799,493.599,33,SMR000003558,167,VNTXIMDCCPNTDT-UHFFFAOYSA-N,8,0.003
"8-(4,4-dimethyl-2,6-dioxocyclohexyl)sulfanyl-1,3-dimethyl-7-propylpurine-2,6-dione",4,0,C18H24N4O4S,650285,662,392.472,27,AC1LCHHZ,118,QXZZBNVRLHAODE-UHFFFAOYSA-N,6,0.002
"1,3-dimethyl-7-[4-(2-nitroimidazol-1-yl)butyl]purine-2,6-dione",5,0,C14H17N7O4,132022,554,347.329,25,NSC656834,122,WMZHJZFCFREAFU-UHFFFAOYSA-N,6,0.1
"2-(1,3-dimethyl-2,6-dioxopurin-7-yl)-N-(4-phenyl-1,3-thiazol-2-yl)acetamide",4,1,C18H16N6O3S,1164343,643,396.423,28,"2-(1,3-dimethyl-2,6-dioxo-1,2,3,6-tetrahydro-7H-purin-7-yl)-N-(4-phenyl-1,3-thiazol-2-yl)acetamide",129,RSJUDQAOSDZZLB-UHFFFAOYSA-N,6,1.6
"2-acetyloxybenzoic acid;N,N-dimethyl-1-phenothiazin-10-ylpropan-2-amine;N-(4-ethoxyphenyl)acetamide;1,3,7-trimethylpurine-2,6-dione;hydrochloride",9,3,C44H52ClN7O8S,133162,965,874.443,61,AC1L32B0,192,ZGWVKGYYNSULOV-UHFFFAOYSA-N,12,
"8-[3-(dimethylamino)propoxy]-1,3,7-trimethylpurine-2,6-dione",5,0,C13H21N5O3,133294,417,295.337,21,"8-(3-Dimethylamino-propoxy)-1,3,7-trimethyl-3,7-dihydro-purine-2,6-dione",70.9,LIYPIYBPJXKPIV-UHFFFAOYSA-N,5,0
"(1R,2S)-2-(methylamino)-1-phenylpropan-1-ol;1,3,7-trimethylpurine-2,6-dione",3,2,C18H25N5O3,133327,414,359.422,26,Elsinore pill,90.7,CTSFIJCLRRGCGJ-GNAZCLTHSA-N,5,
"[3-(1,3-dimethyl-2,6-dioxopurin-7-yl)-2-hydroxypropyl] pyridine-3-carboxylate",6,1,C16H17N5O5,133400,573,359.336,26,Dyphylline nicotinate,118,BOCRQEFIMUCXEE-UHFFFAOYSA-N,7,-0.7
"2-(1,3-dimethyl-2,6-dioxo-7-propan-2-ylpurin-8-yl)sulfanyl-N-(6-ethoxy-1,3-benzothiazol-2-yl)acetamide",7,1,C21H24N6O4S2,647890,773,488.583,33,MLS000070436,163,UTLBAAZFGNDVIP-UHFFFAOYSA-N,8,0.003
"2-acetyloxybenzoic acid;N,N-dimethyl-2-[(2-methylphenyl)-phenylmethoxy]ethanamine;2-hydroxypropane-1,2,3-tricarboxylic acid;1,3,7-trimethylpurine-2,6-dione",14,5,C41H49N5O14,145904,992,835.852,60,88566-80-7,267,PQOVMKOIORHXFP-UHFFFAOYSA-N,16,
"7-benzyl-8-(4-methoxyphenoxy)-1,3-dimethylpurine-2,6-dione",5,0,C21H20N4O4,3596257,604,392.407,29,AC1MT7QD,76.9,DIWGZQJVUZXPIY-UHFFFAOYSA-N,5,0.003
"7-[2-[[2-(3,4-dihydroxyphenyl)-2-hydroxyethyl]amino]ethyl]-1,3-dimethylpurine-2,6-dione",6,4,C17H21N5O5,71857,564,375.379,27,Theodrenaline,131,WMCMJIGLYZDKRN-UHFFFAOYSA-N,7,-0.8
"1,3-dimethyl-8-propan-2-yl-7H-purine-2,6-dione",1,1,C10H14N4O2,76103,331,222.243,16,8-Isopropyltheophylline,69.3,NKNVOKGUNUZJFC-UHFFFAOYSA-N,3,1.1
"6-amino-5-[2-[1-(2,5-dimethylphenyl)tetrazol-5-yl]sulfanylacetyl]-1,3-dimethylpyrimidine-2,4-dione",5,1,C17H19N7O3S,2109682,700,401.442,28,AC1M22VT,153,FAZNVATXYMVQOU-UHFFFAOYSA-N,8,0.002
"1,3,7-trimethyl-9H-purine-2,6,8-trione",0,1,C8H10N4O3,79437,414,210.19,15,"1,3,7-Trimethyluric acid",73,BYXCFUMGEBZDDI-UHFFFAOYSA-N,3,-0.4
"1,3,5-trimethylpyrimidine-2,4-dione",0,0,C7H10N2O2,78112,245,154.166,11,"1,3-Dimethylthymine",40.6,BHWQEVXICGSHEW-UHFFFAOYSA-N,2,0
"6-amino-1,3-dimethyl-5-(2-pyridin-4-ylquinoline-4-carbonyl)pyrimidine-2,4-dione",3,1,C21H17N5O3,2112268,730,387.391,29,AC1M27TW,110,WMCZUPUSOZWWSL-UHFFFAOYSA-N,6,1.9
"[2-(4-amino-1,3-dimethyl-2,6-dioxopyrimidin-5-yl)-2-oxoethyl] 3-[(2-chlorobenzoyl)amino]-3-phenylpropanoate",9,2,C24H23ClN4O6,3593302,900,498.915,35,T5285104,139,ORENTZWGSMCDGL-UHFFFAOYSA-N,7,0.002
"ethyl 4-[[1,3-dimethyl-7-(3-methylbutyl)-2,6-dioxopurin-8-yl]methyl]piperazine-1-carboxylate",7,0,C20H32N6O4,3596188,651,420.505,30,MLS000104044,91.2,GKOJIAWFGXJNQH-UHFFFAOYSA-N,6,0.001
"6-amino-1,3-dimethyl-5-nitrosopyrimidine-2,4-dione",0,1,C6H8N4O3,81133,322,184.152,13,DANU,96.1,MGBDANYXBKROBW-UHFFFAOYSA-N,5,0.1
"6-chloro-1,3-dimethylpyrimidine-2,4-dione",0,0,C6H7ClN2O2,81442,249,174.584,11,"6-Chloro-1,3-dimethyluracil",40.6,VATQPUHLFQHDBD-UHFFFAOYSA-N,2,0
"6-amino-1,3-dimethylpyrimidine-2,4-dione",0,1,C6H9N3O2,81152,246,155.154,11,"6-Amino-1,3-dimethyluracil",66.6,VFGRNTYELNYSKJ-UHFFFAOYSA-N,3,-0.001
"5-bromo-1,3-dimethylpyrimidine-2,4-dione",0,0,C6H7BrN2O2,81494,249,219.035,11,"5-Bromo-1,3-dimethyluracil",40.6,QITOSXPGCRFMDG-UHFFFAOYSA-N,2,0
"[2-(4-amino-1,3-dimethyl-2,6-dioxopyrimidin-5-yl)-2-oxoethyl] 3-(benzylsulfamoyl)benzoate",9,2,C22H22N4O7S,2115976,966,486.497,34,T5244505,165,RSQWKNWWJABCJT-UHFFFAOYSA-N,9,0.001
"1,3-dimethyl-5-phenyl-1,3-diazinane-2,4,6-trione",1,0,C12H12N2O3,81873,337,232.235,17,7391-66-4,57.7,UGFMJBRXTRUGJC-UHFFFAOYSA-N,3,0
"1,3-dimethyl-7H-purine-2,6-dione;hydrate",0,2,C7H10N4O3,91268,267,198.179,14,Theophylline monohydrate,70.3,INQSMEFCAIHTJG-UHFFFAOYSA-N,4,
"N-(4-amino-1,3-dimethyl-2,6-dioxopyrimidin-5-yl)-N-methylformamide",1,1,C8H12N4O3,92288,363,212.205,15,"1,3,7-Dau",87,DSJVDNYAPZJQQX-UHFFFAOYSA-N,4,-1.3
"5-bromo-1,3,6-trimethylpyrimidine-2,4-dione",0,0,C7H9BrN2O2,84758,285,233.062,12,"5-Bromo-1,3,6-trimethyluracil",40.6,RJNYZLOAGXCCHJ-UHFFFAOYSA-N,2,-0.2
"8-benzyl-1,3-dimethyl-7H-purine-2,6-dione",2,1,C14H14N4O2,73001,408,270.286,20,8-Benzyltheophylline,69.3,SWKGFZTXWQMFLK-UHFFFAOYSA-N,3,2.5
"[2-(4-amino-1,3-dimethyl-2,6-dioxopyrimidin-5-yl)-2-oxoethyl] 4-phenylbenzoate",6,1,C21H19N3O5,2118534,718,393.392,29,T5246593,110,NCRYHZZQNYUDRE-UHFFFAOYSA-N,6,2.6
"7-ethyl-1,3-dimethyl-8-(2-oxo-2-pyrrolidin-1-ylethyl)sulfanylpurine-2,6-dione",4,0,C15H21N5O3S,646299,539,351.423,24,SMR000002639,104,CHKILWOFKTXWHO-UHFFFAOYSA-N,5,0
"7-[2-[benzyl(2-hydroxyethyl)amino]ethyl]-1,3-dimethylpurine-2,6-dione",7,1,C18H23N5O3,646330,511,357.406,26,BAS 01118228,81.9,XXVDVZFDOWMKLD-UHFFFAOYSA-N,5,0.3
"7-[(4-chlorophenyl)methyl]-1,3-dimethyl-8-[(5-methyl-1,3,4-thiadiazol-2-yl)sulfanyl]purine-2,6-dione",4,0,C17H15ClN6O2S2,646425,623,434.923,28,BAS 08333537,138,OBBZKTFEZUEWHM-UHFFFAOYSA-N,7,0.003
,7,2,C31H40N6O8S,119099,1110,656.749,46,Vincamine teproside,176,HAWWZHXZSSXLFG-YAFGAGFVSA-N,10,
"1,3-dimethyl-8-[(4-methylpiperazin-1-yl)methyl]-7-(3-phenylpropyl)purine-2,6-dione",6,0,C22H30N6O2,646648,617,410.512,30,SMR000014444,64.9,VTKABFDTNQRXDU-UHFFFAOYSA-N,5,0.001
"6-amino-5-[2-[(5-ethylsulfanyl-1,3,4-thiadiazol-2-yl)sulfanyl]acetyl]-1,3-dimethylpyrimidine-2,4-dione",6,1,C12H15N5O3S3,2661384,556,373.474,23,T5368909,188,UKRQCXPMLJTXTK-UHFFFAOYSA-N,9,0.001
"8-[2-(3-aminophenyl)ethyl]-1,3,7-trimethylpurine-2,6-dione",3,1,C16H19N5O2,628623,485,313.354,23,ZSCHVQBRWVLGFF-UHFFFAOYSA-N,84.5,ZSCHVQBRWVLGFF-UHFFFAOYSA-N,4,0.001
"1,3-dimethylquinazoline-2,4-dione",0,0,C10H10N2O2,101217,277,190.198,14,"1,3-Dimethyl-2,4-(1H,3H)-quinazolinedione",40.6,DHSVUPZSHZKQDA-UHFFFAOYSA-N,2,0.8
"5-[(1-ethylindol-3-yl)methylidene]-1,3-dimethyl-1,3-diazinane-2,4,6-trione",2,0,C17H17N3O3,3118177,545,311.335,23,MLS001209537,62.6,GSRMLMZCNOEXDW-UHFFFAOYSA-N,3,0.001
"7-benzyl-1,3-dimethyl-8-(oxolan-2-ylmethylamino)purine-2,6-dione",5,1,C19H23N5O3,3139400,568,369.417,27,"7-benzyl-1,3-dimethyl-8-[(tetrahydrofuran-2-ylmethyl)amino]-3,7-dihydro-1H-purine-2,6-dione",79.7,CVPIGXZTEWOBSI-UHFFFAOYSA-N,5,0.001
"7-[(2-chlorophenyl)methyl]-8-ethoxy-1,3-dimethylpurine-2,6-dione",4,0,C16H17ClN4O3,646067,506,348.784,24,STK057735,67.7,KNQAELGPSCSMKK-UHFFFAOYSA-N,4,0.002
"1,3-dimethyl-8-pyridin-3-yl-7H-purine-2,6-dione",1,1,C12H11N5O2,100380,402,257.248,19,8-beta-Pyridyltheophylline,82.2,XUYWNICQFANXQY-UHFFFAOYSA-N,4,1.1
"1,3-dimethyl-7-prop-2-ynylpurine-2,6-dione",1,0,C10H10N4O2,101422,386,218.212,16,"Theophylline, 7-(2-propynyl)-",58.4,DKHAOCKWCMAXNV-UHFFFAOYSA-N,3,-0.2
"N-cyclohexyl-2-[(1,3-dimethyl-2,4-dioxoquinazolin-6-yl)sulfonylamino]propanamide",5,2,C19H26N4O5S,4117694,759,422.498,29,AC1N3SVC,124,STAKUALKZCYNMN-UHFFFAOYSA-N,6,0.001
"2-(1,3-dimethyl-2,6-dioxopurin-7-yl)-N-(1-phenylethyl)acetamide",4,1,C17H19N5O3,3126541,548,341.364,25,SMR000104669,87.5,SPQPDLQZBMJMKB-UHFFFAOYSA-N,4,0.9
"1,3,7-trimethyl-5-(2-morpholin-4-yl-2-oxoethyl)sulfanylpyrimido[4,5-d]pyrimidine-2,4-dione",3,0,C15H19N5O4S,4622405,556,365.407,25,AC1NESFS,121,VLBUSVPJVTYFJB-UHFFFAOYSA-N,7,0
"7-[2-(diethylamino)ethyl]-1,3-dimethylpurine-2,6-dione",5,0,C13H21N5O2,28329,385,279.338,20,Etamiphyllin,61.7,AWKLBIOQCIORSB-UHFFFAOYSA-N,4,0.3
"7-[2-(diethylamino)ethyl]-1,3-dimethylpurine-2,6-dione;hydrochloride",5,1,C13H22ClN5O2,28328,385,315.799,21,Etamiphylline hydrochloride,61.7,WZNIVRAEOQQUIB-UHFFFAOYSA-N,4,
"6-amino-5-[2-[(4-benzyl-5-methyl-1,2,4-triazol-3-yl)sulfanyl]acetyl]-1,3-dimethylpyrimidine-2,4-dione",6,1,C18H20N6O3S,2530535,678,400.454,28,SMR000065074,140,QUULXSWPXDYUIV-UHFFFAOYSA-N,7,0.001
"1,3-dimethyl-5-[(2-oxo-3-phenyl-4-piperidin-1-yl-1,3-thiazol-5-yl)methylidene]-1,3-diazinane-2,4,6-trione",3,0,C21H22N4O4S,2035688,814,426.488,30,MLS000559996,107,PRTVRVNASWOYCC-UHFFFAOYSA-N,6,0.002
"8-benzyl-7-[2-[ethyl(2-hydroxyethyl)amino]ethyl]-1,3-dimethylpurine-2,6-dione",8,1,C20H27N5O3,16229,554,385.46,28,BAMIFYLLINE,81.9,VVUYEFBRTFASAH-UHFFFAOYSA-N,5,0.001
"1,3-dimethyl-7-(2-morpholin-4-yl-2-oxoethyl)purine-2,6-dione",2,0,C13H17N5O4,146962,493,307.305,22,Teomorfolin,88,YFXPYPAVWWDRJC-UHFFFAOYSA-N,5,-1.2
"1,3-dimethyl-7-(3-oxo-1H-2-benzofuran-1-yl)purine-2,6-dione",1,0,C15H12N4O4,147130,568,312.28,23,Phthalidyltheophylline,84.7,GVEJSNXAWZPMNK-UHFFFAOYSA-N,5,0
"6-(ethylamino)-1,3-dimethylpyrimidine-2,4-dione",2,1,C8H13N3O2,652709,273,183.207,13,"6-ETHYLAMINO-1,3-DIMETHYLURACIL",52.6,LKDYUNLCDHHAQX-UHFFFAOYSA-N,3,0
"8-[[4-(4-methoxyphenyl)piperazin-1-yl]methyl]-1,3-dimethyl-7-propan-2-ylpurine-2,6-dione",5,0,C22H30N6O3,3164093,660,426.512,31,F3124-1136,74.2,KTLUVOKXYMDLBN-UHFFFAOYSA-N,6,0.001
"1,3-dimethyl-6-[(2-methyloxiran-2-yl)methyl]pyrimidine-2,4-dione",2,0,C10H14N2O3,492036,364,210.229,15,"1,3-dimethyl-6-[(2-methyloxiran-2-yl)methyl]pyrimidine-2,4-dione",53.2,DDMZETCBSXORHK-UHFFFAOYSA-N,3,-0.5
"1,3-dimethyl-6-(3-methyl-3-phenyloxiran-2-yl)pyrimidine-2,4-dione",2,0,C15H16N2O3,492061,482,272.299,20,AC1LAO81,53.2,FPAOPBWIOBHKCD-UHFFFAOYSA-N,3,0
"4-[7-[(2-chloro-6-fluorophenyl)methyl]-1,3-dimethyl-2,6-dioxopurin-8-yl]sulfanylbutanenitrile",6,0,C18H17ClFN5O2S,2948513,661,421.876,28,SMR000092971,108,DUYSWWLXBSKAEN-UHFFFAOYSA-N,6,0.002
"1,3-dimethyl-6-(6-oxabicyclo[3.1.0]hexan-1-ylmethyl)pyrimidine-2,4-dione",2,0,C12H16N2O3,492041,432,236.267,17,"1,3-dimethyl-6-(6-oxabicyclo[3.1.0]hexan-5-ylmethyl)pyrimidine-2,4-dione",53.2,YBOCMTWUCDIEMD-UHFFFAOYSA-N,3,0
"6-amino-5-[2-[[4-(2-methoxyphenyl)-5-[(2-phenylphenoxy)methyl]-1,2,4-triazol-3-yl]sulfanyl]acetyl]-1,3-dimethylpyrimidine-2,4-dione",10,1,C30H28N6O5S,2476654,1020,584.645,42,T5282781,158,AEEUNYVMLYZVQL-UHFFFAOYSA-N,9,0.004
"[2-(4-amino-1,3-dimethyl-2,6-dioxopyrimidin-5-yl)-2-oxoethyl] 3-cyclohexylpropanoate",7,1,C17H25N3O5,2476684,607,351.397,25,T5282794,110,OHRWHRBQBWVESB-UHFFFAOYSA-N,6,0.002
"[2-(4-amino-1,3-dimethyl-2,6-dioxopyrimidin-5-yl)-2-oxoethyl] 2-[(4-butoxybenzoyl)amino]acetate",11,2,C21H26N4O7,2478981,787,446.453,32,MLS002245597,148,UKMRBMDAHAXLBL-UHFFFAOYSA-N,8,0.001
"1,3-dimethyl-9-(4-methylcyclohexyl)-7,8-dihydro-6H-purino[7,8-a]pyrimidine-2,4-dione",1,0,C17H25N5O2,851052,533,331.412,24,CHEMBL2153620,61.7,HXKSIAZEWSOTLE-UHFFFAOYSA-N,4,0.002
"[2-(4-amino-1,3-dimethyl-2,6-dioxopyrimidin-5-yl)-2-oxoethyl] 4-(1,3-dioxoisoindol-2-yl)butanoate",8,1,C20H20N4O7,2432056,857,428.395,31,AC1M6XJ8,147,HACMFFHIWPNKBK-UHFFFAOYSA-N,8,0
"[2-(4-amino-1,3-dimethyl-2,6-dioxopyrimidin-5-yl)-2-oxoethyl] 3-hexyl-4-oxophthalazine-1-carboxylate",10,1,C23H27N5O6,2468789,942,469.49,34,T5281989,143,LDCPGBQJSFPTKF-UHFFFAOYSA-N,8,0.002
"benzyl 1,3,7-trimethyl-2,4-dioxo-5-pyridin-3-yl-5,8-dihydropyrido[2,3-d]pyrimidine-6-carboxylate",5,1,C23H22N4O4,3980264,827,418.445,31,SMR000152889,91.8,HDKTUSOSDNCLTA-UHFFFAOYSA-N,6,0.001
"1,3,3'-trimethylspiro[1,3-diazinane-5,5'-2,4,4a,6-tetrahydro-1H-pyrazino[1,2-a]quinoline]-2,4,6-trione",0,0,C18H22N4O3,3430687,597,342.392,25,"1',3,3'-trimethyl-2,3,4,4a-tetrahydro-1H,2'H,6H-spiro[pyrazino[1,2-a]quinoline-5,5'-pyrimidine]-2',4',6'(1'H,3'H)-trione",64.2,NELXOBPOTDGLGF-UHFFFAOYSA-N,5,0
"1,3-dimethyl-8-(3-methylphenoxy)-7-prop-2-enylpurine-2,6-dione",4,0,C17H18N4O3,3485634,526,326.349,24,STK228682,67.7,KLNFCQKQEDOHRS-UHFFFAOYSA-N,4,2.5
"8-(2-hydroxypropylamino)-1,3-dimethyl-7-[(3-methylphenyl)methyl]purine-2,6-dione",5,2,C18H23N5O3,2984138,545,357.406,26,AC1MGCSC,90.7,SQPSJIHOKIZGIB-UHFFFAOYSA-N,5,0.001
"1,3,7-trimethyl-8-(3-methylphenoxy)purine-2,6-dione",2,0,C15H16N4O3,910691,472,300.312,22,ZINC00493923,67.7,PNLHQUSTGQLZOE-UHFFFAOYSA-N,4,0.001
"7-benzyl-8-[(2-ethylpiperidin-1-yl)methyl]-1,3-dimethylpurine-2,6-dione",5,0,C22H29N5O2,2987591,608,395.497,29,MLS000101830,61.7,CMWFTZZZCJADGU-UHFFFAOYSA-N,4,0.002
"5-[(2,5-dimethyl-1-phenylpyrrol-3-yl)methylidene]-1,3-dimethyl-1,3-diazinane-2,4,6-trione",2,0,C19H19N3O3,3486944,583,337.372,25,T6123835,62.6,OZVFMRJCUJSZDV-UHFFFAOYSA-N,3,0.002
"7-butyl-1,3-dimethyl-8-(morpholin-4-ylmethyl)purine-2,6-dione",5,0,C16H25N5O3,2988541,482,335.401,24,AC1MGMVO,70.9,LNBVFVNCNKZBRN-UHFFFAOYSA-N,5,0
"7-(4-chlorophenyl)-1,3-dimethyl-5,5-bis(trifluoromethyl)-8H-pyrimido[4,5-d]pyrimidine-2,4-dione",1,1,C16H11ClF6N4O2,1941609,784,440.727,29,MLS000581848,65,MFEIZMHODFOWAT-UHFFFAOYSA-N,9,0.002
"9-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,3-dimethylpurine-2,6-dione",2,3,C12H16N4O6,53462813,490,312.278,22,"1,3-dimethylxanthosine",128,KCBJWMSBKDOKRM-UHFFFAOYSA-N,7,-2
"N-(1-benzylpiperidin-4-yl)-4-(1,3-dimethyl-2,4-dioxo-5H-pyrrolo[3,2-d]pyrimidin-6-yl)benzenesulfonamide",6,2,C26H29N5O4S,44413136,902,507.604,36,CHEMBL211347,114,HJNBLTDLLWYNHG-UHFFFAOYSA-N,6,0.002
"8-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,3-dimethyl-7H-purine-2,6-dione",2,4,C12H16N4O6,53430955,490,312.278,22,CTK8I0841,139,FMYDMYVPLRERKJ-UHFFFAOYSA-N,7,-0.002
,15,11,C103H111ClN16O23,50989987,2200,1976.529,143,Silentan,506,ZTNPZRFNLXIVKR-QDKLKSKRSA-N,27,
"N-[3-(1,3-dimethyl-2,6-dioxo-7H-purin-8-yl)propyl]-2-oxo-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromene-3-carboxamide",8,6,C26H29N5O11,53471973,1110,587.535,42,CTK5E6551,224,PSHIXQHKZSNFIT-LBRQCZJCSA-N,12,0
"8-[(E)-2-(2,3-dimethoxyphenyl)ethenyl]-1,3-dimethyl-7H-purine-2,6-dione",4,1,C17H18N4O4,5379232,555,342.349,25,"(E)-8-(2,3-Dimethoxystyryl)theophylline",87.8,FISHUKYNBKDWJR-CMDGGOBGSA-N,5,0.001
"methyl 2-[(2S)-2-[(1,3-dimethyl-2,4-dioxopteridine-6-carbonyl)amino]-4-methylsulfinylbutanoyl]benzoate",9,1,C22H23N5O7S,102484579,899,501.512,35,Penilumamide,175,RPLAUDVGTQFNHW-XZRDNQIKSA-N,10,0
"1,3-dimethyl-8-(4-oxocyclohexa-2,5-dien-1-ylidene)-7,9-dihydropurine-2,6-dione",0,2,C13H12N4O3,5422370,651,272.259,20,NPC-189,81.8,YLVTUGCFIXQENQ-UHFFFAOYSA-N,5,0
"7-[(2-fluorophenyl)methyl]-1,3-dimethyl-8-(2H-tetrazol-5-ylmethylsulfanyl)purine-2,6-dione",5,1,C16H15FN8O2S,1509062,615,402.406,28,SMR000079327,138,UKXIMEWADWSRQX-UHFFFAOYSA-N,8,0.001
"methyl 5-(4-ethoxyphenyl)-1,3-dimethyl-2,4-dioxopyrido[2,3-d]pyrimidine-7-carboxylate",5,0,C19H19N3O5,1518528,590,369.371,27,"methyl 5-(4-ethoxyphenyl)-1,3-dimethyl-2,4-dioxo-1,2,3,4-tetrahydropyrido[2,3-d]pyrimidine-7-carboxylate",89,OUGSIEMQVOYZDH-UHFFFAOYSA-N,6,0.002
"N-(1,3-benzodioxol-5-yl)-1,3-dimethyl-2,4-dioxoquinazoline-6-sulfonamide",3,1,C17H15N3O6S,1518966,723,389.382,27,SMR000081775,114,LWIKHGZXLFCVJJ-UHFFFAOYSA-N,7,0.001
"8-[(E)-2-(3-chlorophenyl)ethenyl]-1,3,7-trimethylpurine-2,6-dione",2,0,C16H15ClN4O2,5353365,526,330.768,23,8-(3-Chlorostyryl)caffeine,58.4,WBWFIUAVMCNYPG-BQYQJAHWSA-N,3,0.002
"N-[2-(3,4-dihydro-1H-isoquinolin-2-yl)-2-oxoethyl]-N,1,3-trimethyl-2,4-dioxoquinazoline-6-sulfonamide",4,0,C22H24N4O5S,5307760,872,456.514,32,SMR000096210,107,FNDRWFHRTXLOBF-UHFFFAOYSA-N,6,0.001
"N-(3-fluoro-2-methylphenyl)-1,3-dimethyl-2,4-dioxoquinazoline-6-sulfonamide",3,1,C17H16FN3O4S,1505908,680,377.39,26,BAS 13090489,95.2,KCLOJGUWTMHGSD-UHFFFAOYSA-N,6,1.8
"2-acetyloxybenzoic acid;(1S,2R)-2-amino-1-phenylpropan-1-ol;(E)-but-2-enedioic acid;3-(4-chlorophenyl)-N,N-dimethyl-3-pyridin-2-ylpropan-1-amine;1,3,7-trimethylpurine-2,6-dione;hydrochloride",12,6,C46H55Cl2N7O11,44144595,983,952.875,66,"Aspirin mixture with Caffeine, Chlorpheniramine and Phenylpropanolamine",259,DRTBIVHVPWEWHS-JPTOCXKKSA-N,15,
